Individual Test Solutions,Remote Testing,Adaptive/IRT,Test Type,Description,Duration,Job-Level,Languages,URL,Description_Tokenized,Duration_Tokenized,Job_Level_Tokenized,Languages_Tokenized
Pharmacology (New),yes,No,K,"Multi-choice test that measures the knowledge of pharmacological drugs classification, chemotherapy, inflammatory disorders, drug action on nervous system, endocrine pharmacology, drug action on circulatory system and GI tract.",12 minutes,"Graduate, Mid-Professional, Professional Individual Contributor,","English (USA),",https://www.shl.com/solutions/products/product-catalog/view/pharmacology-new/,"['Multi-choice', 'test', 'that', 'measures', 'the', 'knowledge', 'of', 'pharmacological', 'drugs', 'classification,', 'chemotherapy,', 'inflammatory', 'disorders,', 'drug', 'action', 'on', 'nervous', 'system,', 'endocrine', 'pharmacology,', 'drug', 'action', 'on', 'circulatory', 'system', 'and', 'GI', 'tract.']","['12', 'minutes']","['Graduate', ',', 'Mid-Professional', ',', 'Professional', 'Individual', 'Contributor', ',']","['English', '(', 'USA', ')', ',']"
PHP (New),yes,No,K,"Multi-choice test that measures the knowledge of OOPs & programming constructs, web & database handling and advanced PHP.",8 minutes,"Mid-Professional, Professional Individual Contributor,","English (USA),",https://www.shl.com/solutions/products/product-catalog/view/php-new/,"['Multi-choice', 'test', 'that', 'measures', 'the', 'knowledge', 'of', 'OOPs', '&', 'programming', 'constructs,', 'web', '&', 'database', 'handling', 'and', 'advanced', 'PHP.']","['8', 'minutes']","['Mid-Professional', ',', 'Professional', 'Individual', 'Contributor', ',']","['English', '(', 'USA', ')', ',']"
PJM Development Report,yes,No,"C
A
P","The Person-Job Match Report is unique in that it
matches the performance potential of the
individual to the job’s specific competencies. This
provides you with a comprehensive and insightful
understanding of person-job fit.  The PJM Development report is written to support competency focused development of an individual.

In a development context, this report can be used: To identify specific areas of strength and weakness that may impact on the individual?s 
performance.As the basis for identifying areas for development and development planning. For discussing fit to future roles and career planning.",nan minutes,"Mid-Professional, Graduate, Manager,","Italian, English International, English (USA), French (Canada), Portuguese (Brazil), Latin American Spanish,",https://www.shl.com/solutions/products/product-catalog/view/pjm-development-report/,"['The', 'Person-Job', 'Match', 'Report', 'is', 'unique', 'in', 'that', 'it', 'matches', 'the', 'performance', 'potential', 'of', 'the', 'individual', 'to', 'the', 'job’s', 'specific', 'competencies.', 'This', 'provides', 'you', 'with', 'a', 'comprehensive', 'and', 'insightful', 'understanding', 'of', 'person-job', 'fit.', 'The', 'PJM', 'Development', 'report', 'is', 'written', 'to', 'support', 'competency', 'focused', 'development', 'of', 'an', 'individual.', 'In', 'a', 'development', 'context,', 'this', 'report', 'can', 'be', 'used:', 'To', 'identify', 'specific', 'areas', 'of', 'strength', 'and', 'weakness', 'that', 'may', 'impact', 'on', 'the', 'individual?s', 'performance.As', 'the', 'basis', 'for', 'identifying', 'areas', 'for', 'development', 'and', 'development', 'planning.', 'For', 'discussing', 'fit', 'to', 'future', 'roles', 'and', 'career', 'planning.']","['nan', 'minutes']","['Mid-Professional', ',', 'Graduate', ',', 'Manager', ',']","['Italian', ',', 'English', 'International', ',', 'English', '(', 'USA', ')', ',', 'French', '(', 'Canada', ')', ',', 'Portuguese', '(', 'Brazil', ')', ',', 'Latin', 'American', 'Spanish', ',']"
PJM Selection Report,yes,No,"A
C
P","The PJM Report provides a clear indication of each candidate's ""degree of fit"" to a role.  Provides targeted assessment results that match individuals with jobs . Links the essential/desirable competencies for a specific job with an individual’s competency potential. Provides an overall Match (or fit) Score useful in ranking/sorting candidates for selection 
and/or development (e.g. Talent Audit).  It provides a highly visual profile of a candidate's strengths and limitations against identified required competencies. Includes a summary table that enables prioritisation of action planning for development of critical competencies for an individual (by tabling Competency Potential against Job Importance for the role). It includes highly descriptive statements about a candidate's strengths and development  needs/limitations. 
The extended report versions include proposed competency-based interview questions 
to enable probing of specific situations in which the candidate might have 
demonstrated critical job behaviours. 
  
The PJM Report is designed for use by line managers and HR professionals in selection and 
development situations. It is valuable for identifying an individual's overall fit as well as likely areas of 
strength and weakness relative to their behaviour at work. 
 
In a selection context, this information can be used: For making interviewers aware of the areas that may need further probing. As a basis for suggesting and creating relevant interview questions. For identifying the relative strengths and weaknesses of shortlisted candidates.",nan minutes,"Mid-Professional, Manager,","Italian, English International, English (USA), Portuguese (Brazil), Latin American Spanish, French (Canada),",https://www.shl.com/solutions/products/product-catalog/view/pjm-selection-report/,"['The', 'PJM', 'Report', 'provides', 'a', 'clear', 'indication', 'of', 'each', ""candidate's"", '""degree', 'of', 'fit""', 'to', 'a', 'role.', 'Provides', 'targeted', 'assessment', 'results', 'that', 'match', 'individuals', 'with', 'jobs', '.', 'Links', 'the', 'essential/desirable', 'competencies', 'for', 'a', 'specific', 'job', 'with', 'an', 'individual’s', 'competency', 'potential.', 'Provides', 'an', 'overall', 'Match', '(or', 'fit)', 'Score', 'useful', 'in', 'ranking/sorting', 'candidates', 'for', 'selection', 'and/or', 'development', '(e.g.', 'Talent', 'Audit).', 'It', 'provides', 'a', 'highly', 'visual', 'profile', 'of', 'a', ""candidate's"", 'strengths', 'and', 'limitations', 'against', 'identified', 'required', 'competencies.', 'Includes', 'a', 'summary', 'table', 'that', 'enables', 'prioritisation', 'of', 'action', 'planning', 'for', 'development', 'of', 'critical', 'competencies', 'for', 'an', 'individual', '(by', 'tabling', 'Competency', 'Potential', 'against', 'Job', 'Importance', 'for', 'the', 'role).', 'It', 'includes', 'highly', 'descriptive', 'statements', 'about', 'a', ""candidate's"", 'strengths', 'and', 'development', 'needs/limitations.', 'The', 'extended', 'report', 'versions', 'include', 'proposed', 'competency-based', 'interview', 'questions', 'to', 'enable', 'probing', 'of', 'specific', 'situations', 'in', 'which', 'the', 'candidate', 'might', 'have', 'demonstrated', 'critical', 'job', 'behaviours.', 'The', 'PJM', 'Report', 'is', 'designed', 'for', 'use', 'by', 'line', 'managers', 'and', 'HR', 'professionals', 'in', 'selection', 'and', 'development', 'situations.', 'It', 'is', 'valuable', 'for', 'identifying', 'an', ""individual's"", 'overall', 'fit', 'as', 'well', 'as', 'likely', 'areas', 'of', 'strength', 'and', 'weakness', 'relative', 'to', 'their', 'behaviour', 'at', 'work.', 'In', 'a', 'selection', 'context,', 'this', 'information', 'can', 'be', 'used:', 'For', 'making', 'interviewers', 'aware', 'of', 'the', 'areas', 'that', 'may', 'need', 'further', 'probing.', 'As', 'a', 'basis', 'for', 'suggesting', 'and', 'creating', 'relevant', 'interview', 'questions.', 'For', 'identifying', 'the', 'relative', 'strengths', 'and', 'weaknesses', 'of', 'shortlisted', 'candidates.']","['nan', 'minutes']","['Mid-Professional', ',', 'Manager', ',']","['Italian', ',', 'English', 'International', ',', 'English', '(', 'USA', ')', ',', 'Portuguese', '(', 'Brazil', ')', ',', 'Latin', 'American', 'Spanish', ',', 'French', '(', 'Canada', ')', ',']"
Polymer Engineering (New),yes,No,K,"Multi-choice test that measures the knowledge of characterization of polymers, processing, synthesis, testing and applications in daily life.",8 minutes,"Professional Individual Contributor, Graduate, Mid-Professional,","English (USA),",https://www.shl.com/solutions/products/product-catalog/view/polymer-engineering-new/,"['Multi-choice', 'test', 'that', 'measures', 'the', 'knowledge', 'of', 'characterization', 'of', 'polymers,', 'processing,', 'synthesis,', 'testing', 'and', 'applications', 'in', 'daily', 'life.']","['8', 'minutes']","['Professional', 'Individual', 'Contributor', ',', 'Graduate', ',', 'Mid-Professional', ',']","['English', '(', 'USA', ')', ',']"
Power Electronics and Drives (New),yes,No,K,"Multi-choice test that measures the knowledge of power semiconductor devices, power electronic converters, drives and control systems.",15 minutes,"Mid-Professional, Professional Individual Contributor, Graduate,","English (USA),",https://www.shl.com/solutions/products/product-catalog/view/power-electronics-and-drives-new/,"['Multi-choice', 'test', 'that', 'measures', 'the', 'knowledge', 'of', 'power', 'semiconductor', 'devices,', 'power', 'electronic', 'converters,', 'drives', 'and', 'control', 'systems.']","['15', 'minutes']","['Mid-Professional', ',', 'Professional', 'Individual', 'Contributor', ',', 'Graduate', ',']","['English', '(', 'USA', ')', ',']"
Power System Engineering (New),yes,No,K,"Multi-choice test that measures the knowledge of power generation and transmission, electrical machines, power systems and drives, control and instrumentation, fluid mechanics and machines.",12 minutes,"Graduate, Mid-Professional, Professional Individual Contributor,","English (USA),",https://www.shl.com/solutions/products/product-catalog/view/power-system-engineering-new/,"['Multi-choice', 'test', 'that', 'measures', 'the', 'knowledge', 'of', 'power', 'generation', 'and', 'transmission,', 'electrical', 'machines,', 'power', 'systems', 'and', 'drives,', 'control', 'and', 'instrumentation,', 'fluid', 'mechanics', 'and', 'machines.']","['12', 'minutes']","['Graduate', ',', 'Mid-Professional', ',', 'Professional', 'Individual', 'Contributor', ',']","['English', '(', 'USA', ')', ',']"
Prism (New),yes,No,K,"Multi-choice test that measures the knowledge of modules, patterns and other basic concepts of using the Prism library.",4 minutes,"Mid-Professional, Professional Individual Contributor,","English (USA),",https://www.shl.com/solutions/products/product-catalog/view/prism-new/,"['Multi-choice', 'test', 'that', 'measures', 'the', 'knowledge', 'of', 'modules,', 'patterns', 'and', 'other', 'basic', 'concepts', 'of', 'using', 'the', 'Prism', 'library.']","['4', 'minutes']","['Mid-Professional', ',', 'Professional', 'Individual', 'Contributor', ',']","['English', '(', 'USA', ')', ',']"
Production and Industrial Engineering (New),yes,No,K,"Multi-choice test that measures the knowledge of production technology, quality management, and design and planning of manufacturing systems.",13 minutes,"Graduate, Mid-Professional, Professional Individual Contributor,","English (USA),",https://www.shl.com/solutions/products/product-catalog/view/production-and-industrial-engineering-new/,"['Multi-choice', 'test', 'that', 'measures', 'the', 'knowledge', 'of', 'production', 'technology,', 'quality', 'management,', 'and', 'design', 'and', 'planning', 'of', 'manufacturing', 'systems.']","['13', 'minutes']","['Graduate', ',', 'Mid-Professional', ',', 'Professional', 'Individual', 'Contributor', ',']","['English', '(', 'USA', ')', ',']"
Production Engineering (New),yes,No,K,"Multi-choice test that measures the knowledge of production technology and analysis, metal cutting, tool design, material science and CIM.",10 minutes,"Graduate, Mid-Professional, Professional Individual Contributor,","English (USA),",https://www.shl.com/solutions/products/product-catalog/view/production-engineering-new/,"['Multi-choice', 'test', 'that', 'measures', 'the', 'knowledge', 'of', 'production', 'technology', 'and', 'analysis,', 'metal', 'cutting,', 'tool', 'design,', 'material', 'science', 'and', 'CIM.']","['10', 'minutes']","['Graduate', ',', 'Mid-Professional', ',', 'Professional', 'Individual', 'Contributor', ',']","['English', '(', 'USA', ')', ',']"
Programming Concepts,yes,yes,K,"The Programming Concepts test measures knowledge of the core aspects of computer science programming that is valid across programming languages. Designed for all programmers, this test covers the following topics:  Algorithms, Complex Data Types, Data Access, Productivity and Quality, Program Flow, Program Structure, Programming Paradigms, User Interface, Variables, Data Types, and Operators.",25 minutes,"Mid-Professional, Professional Individual Contributor,","English (USA),",https://www.shl.com/solutions/products/product-catalog/view/programming-concepts/,"['The', 'Programming', 'Concepts', 'test', 'measures', 'knowledge', 'of', 'the', 'core', 'aspects', 'of', 'computer', 'science', 'programming', 'that', 'is', 'valid', 'across', 'programming', 'languages.', 'Designed', 'for', 'all', 'programmers,', 'this', 'test', 'covers', 'the', 'following', 'topics:', 'Algorithms,', 'Complex', 'Data', 'Types,', 'Data', 'Access,', 'Productivity', 'and', 'Quality,', 'Program', 'Flow,', 'Program', 'Structure,', 'Programming', 'Paradigms,', 'User', 'Interface,', 'Variables,', 'Data', 'Types,', 'and', 'Operators.']","['25', 'minutes']","['Mid-Professional', ',', 'Professional', 'Individual', 'Contributor', ',']","['English', '(', 'USA', ')', ',']"
Project Management (2013),yes,yes,K,"The Project Management (2013) test measures knowledge of how to manage projects to ensure that objectives are completed on time and within budget. The test is based on Project Management Institute's (PMI's), Project Management Body of Knowledge (PMBOK) Fifth Edition methodology. Designed for all professionals, this test covers the following topics: Project Communications Management, Project Cost Management, Project Human Resource Management, Project Management Characteristics, Project Management Methodologies, Project Procurement Management, Project Quality Management, Project Risk Management, Project Scope Management, Project Stakeholder Management, and Project Time Management.",30 minutes,"Mid-Professional, Professional Individual Contributor,","English (USA),",https://www.shl.com/solutions/products/product-catalog/view/project-management-2013/,"['The', 'Project', 'Management', '(2013)', 'test', 'measures', 'knowledge', 'of', 'how', 'to', 'manage', 'projects', 'to', 'ensure', 'that', 'objectives', 'are', 'completed', 'on', 'time', 'and', 'within', 'budget.', 'The', 'test', 'is', 'based', 'on', 'Project', 'Management', ""Institute's"", ""(PMI's),"", 'Project', 'Management', 'Body', 'of', 'Knowledge', '(PMBOK)', 'Fifth', 'Edition', 'methodology.', 'Designed', 'for', 'all', 'professionals,', 'this', 'test', 'covers', 'the', 'following', 'topics:', 'Project', 'Communications', 'Management,', 'Project', 'Cost', 'Management,', 'Project', 'Human', 'Resource', 'Management,', 'Project', 'Management', 'Characteristics,', 'Project', 'Management', 'Methodologies,', 'Project', 'Procurement', 'Management,', 'Project', 'Quality', 'Management,', 'Project', 'Risk', 'Management,', 'Project', 'Scope', 'Management,', 'Project', 'Stakeholder', 'Management,', 'and', 'Project', 'Time', 'Management.']","['30', 'minutes']","['Mid-Professional', ',', 'Professional', 'Individual', 'Contributor', ',']","['English', '(', 'USA', ')', ',']"
Proofreading v1,yes,No,K,"This assessment measures ability to read for errors involving spelling, punctuation, grammar and word choice.  It also measures ability to correct those errors.",6 minutes,"Entry-Level, Mid-Professional,","English International, English (USA),",https://www.shl.com/solutions/products/product-catalog/view/proofreading-v1/,"['This', 'assessment', 'measures', 'ability', 'to', 'read', 'for', 'errors', 'involving', 'spelling,', 'punctuation,', 'grammar', 'and', 'word', 'choice.', 'It', 'also', 'measures', 'ability', 'to', 'correct', 'those', 'errors.']","['6', 'minutes']","['Entry-Level', ',', 'Mid-Professional', ',']","['English', 'International', ',', 'English', '(', 'USA', ')', ',']"
Python (New),yes,No,K,"Multi-choice test that measures the knowledge of Python programming, databases, modules and library.",11 minutes,"Mid-Professional, Professional Individual Contributor,","English (USA),",https://www.shl.com/solutions/products/product-catalog/view/python-new/,"['Multi-choice', 'test', 'that', 'measures', 'the', 'knowledge', 'of', 'Python', 'programming,', 'databases,', 'modules', 'and', 'library.']","['11', 'minutes']","['Mid-Professional', ',', 'Professional', 'Individual', 'Contributor', ',']","['English', '(', 'USA', ')', ',']"
R Programming (New),yes,No,K,Multi-choice test that measures the knowledge of R programming and its application in statistics.,13 minutes,"Mid-Professional, Professional Individual Contributor,","English (USA),",https://www.shl.com/solutions/products/product-catalog/view/r-programming-new/,"['Multi-choice', 'test', 'that', 'measures', 'the', 'knowledge', 'of', 'R', 'programming', 'and', 'its', 'application', 'in', 'statistics.']","['13', 'minutes']","['Mid-Professional', ',', 'Professional', 'Individual', 'Contributor', ',']","['English', '(', 'USA', ')', ',']"
ReactJS (New),yes,No,K,"Multi-choice test that measures the technical knowledge of React APIs, render function, JSX, form validation and styling.",10 minutes,"Mid-Professional, Professional Individual Contributor,","English (USA),",https://www.shl.com/solutions/products/product-catalog/view/reactjs-new/,"['Multi-choice', 'test', 'that', 'measures', 'the', 'technical', 'knowledge', 'of', 'React', 'APIs,', 'render', 'function,', 'JSX,', 'form', 'validation', 'and', 'styling.']","['10', 'minutes']","['Mid-Professional', ',', 'Professional', 'Individual', 'Contributor', ',']","['English', '(', 'USA', ')', ',']"
Reading Comprehension - English v1,yes,yes,A,"The Reading Comprehension - English 
assessment provides a general measure of 
English reading comprehension. This test is 
comprised of items that contain a passage 
that you must read in order to answer the 
question being asked. The questions focus 
on the candidate's ability to demonstrate an 
understanding of the passage. Questions 
may be specific in nature, with answers that 
can be found almost word for word in the 
passage.  For example, the question may ask 
for a date, name or place that can be found by 
closely reading through the passage. 
Alternatively, the questions may be general in 
nature, with answers that can be determined 
only by fully understanding the meaning of the 
passage. ""What is the theme of the 
passage?"" or ""What is the mood of the 
author?"" are examples of general questions 
the candidate may be asked.",35 minutes,"Entry-Level, Front Line Manager, Manager, Mid-Professional, Professional Individual Contributor,","English (USA),",https://www.shl.com/solutions/products/product-catalog/view/reading-comprehension-english-v1/,"['The', 'Reading', 'Comprehension', '-', 'English', 'assessment', 'provides', 'a', 'general', 'measure', 'of', 'English', 'reading', 'comprehension.', 'This', 'test', 'is', 'comprised', 'of', 'items', 'that', 'contain', 'a', 'passage', 'that', 'you', 'must', 'read', 'in', 'order', 'to', 'answer', 'the', 'question', 'being', 'asked.', 'The', 'questions', 'focus', 'on', 'the', ""candidate's"", 'ability', 'to', 'demonstrate', 'an', 'understanding', 'of', 'the', 'passage.', 'Questions', 'may', 'be', 'specific', 'in', 'nature,', 'with', 'answers', 'that', 'can', 'be', 'found', 'almost', 'word', 'for', 'word', 'in', 'the', 'passage.', 'For', 'example,', 'the', 'question', 'may', 'ask', 'for', 'a', 'date,', 'name', 'or', 'place', 'that', 'can', 'be', 'found', 'by', 'closely', 'reading', 'through', 'the', 'passage.', 'Alternatively,', 'the', 'questions', 'may', 'be', 'general', 'in', 'nature,', 'with', 'answers', 'that', 'can', 'be', 'determined', 'only', 'by', 'fully', 'understanding', 'the', 'meaning', 'of', 'the', 'passage.', '""What', 'is', 'the', 'theme', 'of', 'the', 'passage?""', 'or', '""What', 'is', 'the', 'mood', 'of', 'the', 'author?""', 'are', 'examples', 'of', 'general', 'questions', 'the', 'candidate', 'may', 'be', 'asked.']","['35', 'minutes']","['Entry-Level', ',', 'Front', 'Line', 'Manager', ',', 'Manager', ',', 'Mid-Professional', ',', 'Professional', 'Individual', 'Contributor', ',']","['English', '(', 'USA', ')', ',']"
Reading Comprehension - Spanish v1,yes,yes,A,"The Reading Comprehension - Spanish assessment provides a general measure of Spanish reading comprehension. This test is comprised of items that contain a passage that must read in order to answer the question being asked. The questions focus on the ability to demonstrate an understanding of the passage. Questions may be specific in nature, with answers that can be found almost word for word in the passage. For example, the question may ask for a date, name or place that can be found by closely reading through the passage. Alternatively, the questions may be general in nature, with answers that can be determined only by fully understanding the meaning of the passage. ""What is the theme of the passage?"" or ""What is the mood of the author?"" are examples of general questions that may be asked.",26 minutes,"Entry-Level, Front Line Manager, Manager, Mid-Professional, Professional Individual Contributor,","Latin American Spanish,",https://www.shl.com/solutions/products/product-catalog/view/reading-comprehension-spanish-v1/,"['The', 'Reading', 'Comprehension', '-', 'Spanish', 'assessment', 'provides', 'a', 'general', 'measure', 'of', 'Spanish', 'reading', 'comprehension.', 'This', 'test', 'is', 'comprised', 'of', 'items', 'that', 'contain', 'a', 'passage', 'that', 'must', 'read', 'in', 'order', 'to', 'answer', 'the', 'question', 'being', 'asked.', 'The', 'questions', 'focus', 'on', 'the', 'ability', 'to', 'demonstrate', 'an', 'understanding', 'of', 'the', 'passage.', 'Questions', 'may', 'be', 'specific', 'in', 'nature,', 'with', 'answers', 'that', 'can', 'be', 'found', 'almost', 'word', 'for', 'word', 'in', 'the', 'passage.', 'For', 'example,', 'the', 'question', 'may', 'ask', 'for', 'a', 'date,', 'name', 'or', 'place', 'that', 'can', 'be', 'found', 'by', 'closely', 'reading', 'through', 'the', 'passage.', 'Alternatively,', 'the', 'questions', 'may', 'be', 'general', 'in', 'nature,', 'with', 'answers', 'that', 'can', 'be', 'determined', 'only', 'by', 'fully', 'understanding', 'the', 'meaning', 'of', 'the', 'passage.', '""What', 'is', 'the', 'theme', 'of', 'the', 'passage?""', 'or', '""What', 'is', 'the', 'mood', 'of', 'the', 'author?""', 'are', 'examples', 'of', 'general', 'questions', 'that', 'may', 'be', 'asked.']","['26', 'minutes']","['Entry-Level', ',', 'Front', 'Line', 'Manager', ',', 'Manager', ',', 'Mid-Professional', ',', 'Professional', 'Individual', 'Contributor', ',']","['Latin', 'American', 'Spanish', ',']"
Reading Comprehension v2,yes,yes,A,"The Reading Comprehension - English 
assessment provides a general measure of 
English reading comprehension. This test is 
comprised of items that contain a passage 
that you must read in order to answer the 
question being asked. The questions focus 
on the candidate's ability to demonstrate an 
understanding of the passage. Questions 
may be specific in nature, with answers that 
can be found almost word for word in the 
passage.  For example, the question may ask 
for a date, name or place that can be found by 
closely reading through the passage. 
Alternatively, the questions may be general in 
nature, with answers that can be determined 
only by fully understanding the meaning of the 
passage. ""What is the theme of the 
passage?"" or ""What is the mood of the 
author?"" are examples of general questions 
the candidate may be asked.",35 minutes,"Entry-Level, Front Line Manager, Manager, Mid-Professional, Professional Individual Contributor,","English (USA),",https://www.shl.com/solutions/products/product-catalog/view/reading-comprehension-v2/,"['The', 'Reading', 'Comprehension', '-', 'English', 'assessment', 'provides', 'a', 'general', 'measure', 'of', 'English', 'reading', 'comprehension.', 'This', 'test', 'is', 'comprised', 'of', 'items', 'that', 'contain', 'a', 'passage', 'that', 'you', 'must', 'read', 'in', 'order', 'to', 'answer', 'the', 'question', 'being', 'asked.', 'The', 'questions', 'focus', 'on', 'the', ""candidate's"", 'ability', 'to', 'demonstrate', 'an', 'understanding', 'of', 'the', 'passage.', 'Questions', 'may', 'be', 'specific', 'in', 'nature,', 'with', 'answers', 'that', 'can', 'be', 'found', 'almost', 'word', 'for', 'word', 'in', 'the', 'passage.', 'For', 'example,', 'the', 'question', 'may', 'ask', 'for', 'a', 'date,', 'name', 'or', 'place', 'that', 'can', 'be', 'found', 'by', 'closely', 'reading', 'through', 'the', 'passage.', 'Alternatively,', 'the', 'questions', 'may', 'be', 'general', 'in', 'nature,', 'with', 'answers', 'that', 'can', 'be', 'determined', 'only', 'by', 'fully', 'understanding', 'the', 'meaning', 'of', 'the', 'passage.', '""What', 'is', 'the', 'theme', 'of', 'the', 'passage?""', 'or', '""What', 'is', 'the', 'mood', 'of', 'the', 'author?""', 'are', 'examples', 'of', 'general', 'questions', 'the', 'candidate', 'may', 'be', 'asked.']","['35', 'minutes']","['Entry-Level', ',', 'Front', 'Line', 'Manager', ',', 'Manager', ',', 'Mid-Professional', ',', 'Professional', 'Individual', 'Contributor', ',']","['English', '(', 'USA', ')', ',']"
RemoteWorkQ,yes,No,C,"Using the Apta™ Architecture to focus on the relevant competency behaviors in the Universal Competency Framework, SHL developed the RemoteWorkQ to measure self-reported behavioral tendencies in competency areas that are important to performing effectively in remote work environments across three competency areas: 
o	Work Relationships
o	Work Habits
o	Self-Development & Well-Being
The RemoteWorkQ is intended for use across job families and levels for which working in a remote environment is important for the role. This report is designed to help you be more successful in a remote working environment by providing:
o	Insights into your identified strengths and potential risks for working remotely
o	Individualized coaching tips on how you can use your identified strengths to overcome risks",10 minutes,"Manager, Mid-Professional, Professional Individual Contributor, Supervisor, Front Line Manager, General Population, Graduate, Director, Entry-Level, Executive,","English (USA), Arabic, Italian, Chinese Simplified, Portuguese, Turkish, Portuguese (Brazil), Indonesian, English International, Spanish, Latin American Spanish, French (Canada), German, Dutch, French,",https://www.shl.com/solutions/products/product-catalog/view/remoteworkq/,"['Using', 'the', 'Apta™', 'Architecture', 'to', 'focus', 'on', 'the', 'relevant', 'competency', 'behaviors', 'in', 'the', 'Universal', 'Competency', 'Framework,', 'SHL', 'developed', 'the', 'RemoteWorkQ', 'to', 'measure', 'self-reported', 'behavioral', 'tendencies', 'in', 'competency', 'areas', 'that', 'are', 'important', 'to', 'performing', 'effectively', 'in', 'remote', 'work', 'environments', 'across', 'three', 'competency', 'areas:', 'o', 'Work', 'Relationships', 'o', 'Work', 'Habits', 'o', 'Self-Development', '&', 'Well-Being', 'The', 'RemoteWorkQ', 'is', 'intended', 'for', 'use', 'across', 'job', 'families', 'and', 'levels', 'for', 'which', 'working', 'in', 'a', 'remote', 'environment', 'is', 'important', 'for', 'the', 'role.', 'This', 'report', 'is', 'designed', 'to', 'help', 'you', 'be', 'more', 'successful', 'in', 'a', 'remote', 'working', 'environment', 'by', 'providing:', 'o', 'Insights', 'into', 'your', 'identified', 'strengths', 'and', 'potential', 'risks', 'for', 'working', 'remotely', 'o', 'Individualized', 'coaching', 'tips', 'on', 'how', 'you', 'can', 'use', 'your', 'identified', 'strengths', 'to', 'overcome', 'risks']","['10', 'minutes']","['Manager', ',', 'Mid-Professional', ',', 'Professional', 'Individual', 'Contributor', ',', 'Supervisor', ',', 'Front', 'Line', 'Manager', ',', 'General', 'Population', ',', 'Graduate', ',', 'Director', ',', 'Entry-Level', ',', 'Executive', ',']","['English', '(', 'USA', ')', ',', 'Arabic', ',', 'Italian', ',', 'Chinese', 'Simplified', ',', 'Portuguese', ',', 'Turkish', ',', 'Portuguese', '(', 'Brazil', ')', ',', 'Indonesian', ',', 'English', 'International', ',', 'Spanish', ',', 'Latin', 'American', 'Spanish', ',', 'French', '(', 'Canada', ')', ',', 'German', ',', 'Dutch', ',', 'French', ',']"
RemoteWorkQ Manager Report,yes,No,C,"Using the Apta™ Architecture to focus on the relevant competency behaviors in the Universal Competency Framework, SHL developed the RemoteWorkQ to measure self-reported behavioral tendencies in competency areas that are important to performing effectively in remote work environments across three competency areas: 
o	Work Relationships
o	Work Habits
o	Self-Development & Well-Being
The RemoteWorkQ is intended for use across job families and levels for which working in a remote environment is important for the role. This report is designed to help you be more successful in a remote working environment by providing:
o	Insights into your identified strengths and potential risks for working remotely
o	Individualized coaching tips on how you can use your identified strengths to overcome risks",nan minutes,"Director, Executive, Front Line Manager, Graduate, General Population, Manager, Mid-Professional, Professional Individual Contributor, Supervisor, Entry-Level,",Standard Language,https://www.shl.com/solutions/products/product-catalog/view/remoteworkq-manager-report/,"['Using', 'the', 'Apta™', 'Architecture', 'to', 'focus', 'on', 'the', 'relevant', 'competency', 'behaviors', 'in', 'the', 'Universal', 'Competency', 'Framework,', 'SHL', 'developed', 'the', 'RemoteWorkQ', 'to', 'measure', 'self-reported', 'behavioral', 'tendencies', 'in', 'competency', 'areas', 'that', 'are', 'important', 'to', 'performing', 'effectively', 'in', 'remote', 'work', 'environments', 'across', 'three', 'competency', 'areas:', 'o', 'Work', 'Relationships', 'o', 'Work', 'Habits', 'o', 'Self-Development', '&', 'Well-Being', 'The', 'RemoteWorkQ', 'is', 'intended', 'for', 'use', 'across', 'job', 'families', 'and', 'levels', 'for', 'which', 'working', 'in', 'a', 'remote', 'environment', 'is', 'important', 'for', 'the', 'role.', 'This', 'report', 'is', 'designed', 'to', 'help', 'you', 'be', 'more', 'successful', 'in', 'a', 'remote', 'working', 'environment', 'by', 'providing:', 'o', 'Insights', 'into', 'your', 'identified', 'strengths', 'and', 'potential', 'risks', 'for', 'working', 'remotely', 'o', 'Individualized', 'coaching', 'tips', 'on', 'how', 'you', 'can', 'use', 'your', 'identified', 'strengths', 'to', 'overcome', 'risks']","['nan', 'minutes']","['Director', ',', 'Executive', ',', 'Front', 'Line', 'Manager', ',', 'Graduate', ',', 'General', 'Population', ',', 'Manager', ',', 'Mid-Professional', ',', 'Professional', 'Individual', 'Contributor', ',', 'Supervisor', ',', 'Entry-Level', ',']","['Standard', 'Language']"
